season,season_end_year,player_name,team,games_played,minutes_played,pts,trb,ast,stl,blk,fg_pct,fg3_pct,ft_pct,player_key,last_updated_utc
2025-26,2026,Tari Eason,HOU,56,25.8,10.4,6.3,1.5,1.2,0.5,0.411,0.363,0.75,tari_eason,2026-04-07T17:04:13Z
2025-26,2026,Taurean Prince,MIL,22,21.8,8.0,2.4,1.5,0.6,0.2,0.46,0.434,1.0,taurean_prince,2026-04-07T17:04:13Z
2025-26,2026,Taylor Hendricks,MEM,58,18.9,7.3,3.7,0.9,0.8,0.5,0.452,0.337,0.671,taylor_hendricks,2026-04-07T17:04:13Z
2025-26,2026,Terance Mann,BKN,63,24.3,7.2,3.2,3.0,0.7,0.2,0.457,0.364,0.788,terance_mann,2026-04-07T17:04:13Z
2025-26,2026,Tidjane Salaün,CHA,36,15.9,6.2,4.1,0.8,0.4,0.2,0.506,0.434,0.65,tidjane_salaun,2026-04-07T17:04:13Z
2025-26,2026,Tim Hardaway Jr.,DEN,78,26.7,13.5,2.6,1.3,0.5,0.1,0.448,0.409,0.813,tim_hardaway,2026-04-07T17:04:13Z
2025-26,2026,Tobias Harris,DET,60,27.9,13.2,5.1,2.6,0.9,0.4,0.464,0.349,0.873,tobias_harris,2026-04-07T17:04:13Z
2025-26,2026,Toumani Camara,POR,79,33.2,13.4,5.2,2.4,1.1,0.4,0.442,0.371,0.708,toumani_camara,2026-04-07T17:04:13Z
2025-26,2026,Trae Young,WAS,15,25.6,17.9,2.0,8.0,0.9,0.1,0.458,0.338,0.825,trae_young,2026-04-07T17:04:13Z
2025-26,2026,Tre Johnson,WAS,60,24.0,12.2,2.8,2.0,0.6,0.3,0.419,0.358,0.874,tre_johnson,2026-04-07T17:04:13Z
2025-26,2026,Tre Jones,CHI,61,27.1,13.7,3.1,5.4,1.2,0.2,0.554,0.319,0.825,tre_jones,2026-04-07T17:04:13Z
2025-26,2026,Trendon Watford,PHI,52,16.5,6.6,3.3,2.5,0.3,0.4,0.513,0.2,0.779,trendon_watford,2026-04-07T17:04:13Z
2025-26,2026,Trey Murphy III,NOP,66,35.5,21.5,5.7,3.8,1.5,0.4,0.47,0.379,0.886,trey_murphy,2026-04-07T17:04:13Z
2025-26,2026,Tristan da Silva,ORL,74,24.8,10.0,3.7,1.5,0.9,0.3,0.449,0.379,0.882,tristan_da_silva,2026-04-07T17:04:13Z
2025-26,2026,Ty Jerome,MEM,15,22.6,19.7,2.8,5.7,1.1,0.3,0.474,0.42,0.875,ty_jerome,2026-04-07T17:04:13Z
2025-26,2026,Tyler Burton,MEM,12,25.6,10.8,4.2,1.0,0.9,0.3,0.375,0.333,0.852,tyler_burton,2026-04-07T17:04:13Z
2025-26,2026,Tyler Herro,MIA,30,31.7,21.4,4.6,3.9,0.7,0.4,0.481,0.382,0.923,tyler_herro,2026-04-07T17:04:13Z
2025-26,2026,Tyrese Martin,PHI,45,17.2,6.4,2.6,1.7,0.6,0.1,0.394,0.321,0.679,tyrese_martin,2026-04-07T17:04:13Z
2025-26,2026,Tyrese Maxey,PHI,67,38.2,28.4,4.1,6.7,1.9,0.8,0.463,0.369,0.891,tyrese_maxey,2026-04-07T17:04:13Z
2025-26,2026,VJ Edgecombe,PHI,72,34.9,16.0,5.6,4.0,1.4,0.5,0.438,0.357,0.827,vj_edgecombe,2026-04-07T17:04:13Z
2025-26,2026,Victor Wembanyama,SAS,63,29.2,24.8,11.5,3.1,1.0,3.1,0.51,0.35,0.825,victor_wembanyama,2026-04-07T17:04:13Z
2025-26,2026,Vince Williams Jr.,UTA,40,20.5,7.5,3.9,4.2,0.7,0.4,0.353,0.311,0.78,vince_williams,2026-04-07T17:04:13Z
2025-26,2026,Vít Krejčí,POR,64,21.7,8.6,2.3,1.6,0.7,0.3,0.448,0.391,0.745,vit_krejci,2026-04-07T17:04:13Z
2025-26,2026,Walker Kessler,UTA,5,30.8,14.4,10.8,3.0,1.4,1.8,0.703,0.75,0.7,walker_kessler,2026-04-07T17:04:13Z
2025-26,2026,Walter Clayton Jr.,MEM,68,20.4,7.7,2.0,4.1,0.6,0.3,0.381,0.305,0.898,walter_clayton,2026-04-07T17:04:13Z
2025-26,2026,Wendell Carter Jr.,ORL,75,29.5,12.1,7.4,2.0,0.8,0.6,0.516,0.324,0.8,wendell_carter,2026-04-07T17:04:13Z
2025-26,2026,Will Richard,GSW,67,20.2,6.6,2.5,1.4,1.2,0.1,0.474,0.341,0.852,will_richard,2026-04-07T17:04:13Z
2025-26,2026,Will Riley,WAS,70,21.4,10.2,2.7,1.9,0.7,0.1,0.456,0.338,0.795,will_riley,2026-04-07T17:04:13Z
2025-26,2026,Yves Missi,NOP,66,19.7,5.7,5.8,1.3,0.3,1.5,0.544,0.0,0.559,yves_missi,2026-04-07T17:04:13Z
2025-26,2026,Zaccharie Risacher,ATL,65,22.5,9.6,3.8,1.1,0.9,0.5,0.457,0.373,0.636,zaccharie_risacher,2026-04-07T17:04:13Z
2025-26,2026,Zach Collins,CHI,10,18.4,9.7,5.6,1.5,0.2,0.4,0.578,0.429,0.7,zach_collins,2026-04-07T17:04:13Z
2025-26,2026,Zach Edey,MEM,11,25.8,13.6,11.1,1.1,0.6,1.9,0.633,0.2,0.781,zach_edey,2026-04-07T17:04:13Z
2025-26,2026,Zach LaVine,SAC,39,31.4,19.2,2.8,2.3,0.7,0.3,0.479,0.39,0.88,zach_lavine,2026-04-07T17:04:13Z
2025-26,2026,Ziaire Williams,BKN,56,22.9,10.2,2.4,1.1,1.4,0.4,0.425,0.343,0.85,ziaire_williams,2026-04-07T17:04:13Z
2025-26,2026,Zion Williamson,NOP,62,29.7,21.0,5.7,3.2,1.0,0.5,0.6,0.25,0.716,zion_williamson,2026-04-07T17:04:13Z
